TEST_GROUP,TEST_ITEM,CONDITIONAL_ITEM,DESCRIPTION,FUNCTION,PARAMETER,PDCA_NAME,COMBINEC,GLOBAL_VARIABLE,EXPECTED_VALUE,UNIT,PDCA_TYPE,TIMEOUT,ERROR_MSG,SA_QT0,QT0,QT1,QT1REL,TILT1,QT2,QT2REL,QT2_POSTROXER,QT_SPIRIT,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio7 (PMU_TO_BONN_CLK32K),PARSE,PMUADC_STAT_APPMUX_GPIO7,INIT_PMUADC_APPMUX_GPIO7,,,[-50:1900],mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio8 (PMU_TO_DISP_REF_32K),PARSE,PMUADC_STAT_APPMUX_GPIO8,INIT_PMUADC_APPMUX_GPIO8,,,[-50:1900],mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,DUT_TYPE==N140,Parse appmux_gpio9 (PMU_TO_GERMANIUM_BUCK_EN),PARSE,PMUADC_STAT_APPMUX_GPIO9,INIT_PMUADC_APPMUX_GPIO9,,,,mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,DUT_TYPE==N142,Parse appmux_gpio9 (PMU_TO_BB_PMIC_RESET_L),PARSE,PMUADC_STAT_APPMUX_GPIO9,INIT_PMUADC_APPMUX_GPIO9,,,[-50:60],mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,Parse value of appmux_gpio10(PMU_TO_GERMANIUM_CLK32K),PARSE,PMUADC_STAT_APPMUX_GPIO10,INIT_PMUADC_APPMUX_GPIO10,,,[-50:1900],mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio11 (PMU_TO_DISP_DEBUG_AWAKE_INDICATOR),PARSE,PMUADC_STAT_APPMUX_GPIO11,INIT_PMUADC_APPMUX_GPIO11,,,[1690.78:1868.75],mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio12 (PMU_TO_DISP_RESET_L),PARSE,PMUADC_STAT_APPMUX_GPIO12,INIT_PMUADC_APPMUX_GPIO12,,,[-50:60],mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio13 (PMU_TO_GRAPE_RESET_L),PARSE,PMUADC_STAT_APPMUX_GPIO13,INIT_PMUADC_APPMUX_GPIO13,,,[-50:60],mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio14 (PMU_TO_AP_AOP_BUTTON1_BUFF_L),PARSE,PMUADC_STAT_APPMUX_GPIO14,INIT_PMUADC_APPMUX_GPIO14,,,[1690.78:1868.75],mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio15 (PMU_TO_CARNELIAN_VDD_OK),PARSE,PMUADC_STAT_APPMUX_GPIO15,INIT_PMUADC_APPMUX_GPIO15,,,[1690.78:1868.75],mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio16 (PMU_TO_MAR_TX_INHIBIT_L),PARSE,PMUADC_STAT_APPMUX_GPIO16,INIT_PMUADC_APPMUX_GPIO16,,,[1690.78:1868.75],mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio17 (PMU_TO_BB_TX_INHIBIT_L),PARSE,PMUADC_STAT_APPMUX_GPIO17,INIT_PMUADC_APPMUX_GPIO17,,,[-50:60],mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,"Parse appmux_gpio18 (PMU_TO_DISP_SYS_ALIVE, float)",PARSE,PMUADC_STAT_APPMUX_GPIO18,INIT_PMUADC_APPMUX_GPIO18,,,,mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio19 (PMU_TO_AP_DROOP_L),PARSE,PMUADC_STAT_APPMUX_GPIO19,INIT_PMUADC_APPMUX_GPIO19,,,[1690.78:1868.75],mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio20 (PMU_TO_CODEC_PANIC),PARSE,PMUADC_STAT_APPMUX_GPIO20,INIT_PMUADC_APPMUX_GPIO20,,,[1690.78:1868.75],mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio21 (PMU_TO_DEBUG_INH),PARSE,PMUADC_STAT_APPMUX_GPIO21,INIT_PMUADC_APPMUX_GPIO21,,,,mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio22 (PMU_TO_GERMANIUM_ENABLE),PARSE,PMUADC_STAT_APPMUX_GPIO22,INIT_PMUADC_APPMUX_GPIO22,,,[-50:60],mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio23 (PMU_TO_BB_CLK32K),PARSE,PMUADC_STAT_APPMUX_GPIO23,INIT_PMUADC_APPMUX_GPIO23,,,[-50:60],mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio24 (PMU_TO_NAND_SYS_ALIVE),PARSE,PMUADC_STAT_APPMUX_GPIO24,INIT_PMUADC_APPMUX_GPIO24,,,[1690.78:1868.75],mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio25 (PMU_TO_MAGNETITE_1V8_EN),PARSE,PMUADC_STAT_APPMUX_GPIO25,INIT_PMUADC_APPMUX_GPIO25,,,[-50:1900],mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio26 (PMU_TO_TESLA_CLK32K),PARSE,PMUADC_STAT_APPMUX_GPIO26,INIT_PMUADC_APPMUX_GPIO26,,,[-50:1900],mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio27 (STOCKHOLM_TO_PMU_WAKE_SYSTEM),PARSE,PMUADC_STAT_APPMUX_GPIO27,INIT_PMUADC_APPMUX_GPIO27,,,,mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,Parse appmux_gpio28 (MAR_PMU_TO_TESLA_RESET_L)),PARSE,PMUADC_STAT_APPMUX_GPIO28,INIT_PMUADC_APPMUX_GPIO28,,,,mV,KEY,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,INIT_PMU_READ,,De-assert Grape Reset,DIAGS,pmurw -w 0x192E 0x03,,,,,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
POWER,Mayfly testing,,Mayfly testing,DIAGS,"repeat 20 ""pmurw -r 0x1619; wait 10""",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,44127727,,
EEPROM,LYNX_TEST,,Initilize SEP,DIAGS,sep --init,,,,,,,60,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
EEPROM,LYNX_TEST,,Set Lynx to Active mode,DIAGS,sep -e lynx lynw,,,,,,,60,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
EEPROM,LYNX_TEST,,buck3 current from PMU ADC,DIAGS,pmuadc --read ibuck3 --avg 100,,,,,,,60,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
EEPROM,LYNX_TEST,,Parse pmu ibuck3 average,PARSE,PMU_IBUCK3_AVG,LYNX_IBUCK3_ACTIVE,,LYNX_IBUCK3_ACTIVE,,,KEY,60,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
EEPROM,LYNX_TEST,,Read Lynx ID,DIAGS,sep -e lynx lynd,,,,,,,60,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
EEPROM,LYNX_TEST,,Set Lynx to Standby mode,DIAGS,time sep -e lynx lyns --timeout 60000000,,,,,,,60,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
EEPROM,LYNX_TEST,,buck3 current from PMU ADC,DIAGS,pmuadc --read ibuck3 --avg 100,,,,,,,60,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
EEPROM,LYNX_TEST,,Parse pmu ibuck3 average,PARSE,PMU_IBUCK3_AVG,LYNX_IBUCK3_STANDBY,,LYNX_IBUCK3_STANDBY,,,KEY,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
EEPROM,LYNX_TEST,,Calculate delta between active and standy,CALCULATE,LYNX_IBUCK3_ACTIVE-LYNX_IBUCK3_STANDBY,LYNX_IBUCK3_DELTA,,LYNX_IBUCK3_DELTA,[2:9],,KEY,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
POWER,CHARGER_ON,,Enable Wired Debug Power,DIAGS,pmugpio --pin 21 --opendrain --output 0,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
POWER,CHARGER_ON,,Confirm Wired Debug Power ON,DIAGS,pmugpio --pin 21 --get,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
POWER,CHARGER_ON,,Parse confirm Wired Debug Power ON,PARSE,PMU_TO_DEBUG_INH ,CHARGER_ON_DEBUG_PWR_ON,,,0,,KEY,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
POWER,CHARGER_ON,,Quick PMUADC Read of ICH,DIAGS,pmuadc --read ich,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
POWER,CHARGER_ON,DUT_TYPE==S,Parse PMUADC ICH,PARSE,PMUADC_READ_ICH,CHARGER_ON_PMUADC_READ_ICH,,,[0:260.13],mA,KEY,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
POWER,CHARGER_ON,DUT_TYPE==B,Parse PMUADC ICH,PARSE,PMUADC_READ_ICH,CHARGER_ON_PMUADC_READ_ICH,,,[0:337.272],mA,KEY,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
IMU,SET_BUBO_PFM,,Set SYSTEM_TO_PMU_REQUEST_PWM to low,DIAGS,socgpio --port 1 --pin 95 --input --nopull; socgpio --port 1 --pin 86 --input --nopull,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,Kobol_INIT,,Init IMU,DIAGS,"sensor --sel accel,gyro --init",,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,Kobol_INIT,,Parse Init IMU,PARSE,Graphite_INIT_STATUS,IMU_INIT_STATUS,,,"""OK""",,KEY,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_ACCEL_ID,,IMU Accel ID Information,DIAGS,sensor --sel accel --get,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_ACCEL_ID,,Get IMU TYPE,PARSE,ACCEL_MANU_ID,IMU_MANU_ID,,IMU_MANU_ID,"""0x00E4""",,ATTRIBUTE,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_ACCEL_ID,,Get IMU TYPE,PARSE,ACCEL_MANU_ID,IMU_MANU_ID,,IMU_MANU_ID,null,,ATTRIBUTE,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,Kobol_ACCEL_ID,,Kobol Accel ID Information,DIAGS,sensor --sel accel --get,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,Kobol_ACCEL_ID,IMU_MANU_ID==0x00E4,Parse Kobol IDs,PARSE,ACCEL_MANU_ID,IMU_MANU_ID,,IMU_MANU_ID,"""0x00E4""",,ATTRIBUTE,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,Kobol_ACCEL_ID,IMU_MANU_ID==0x00E4,Parse Kobol IDs,PARSE,ACCEL_CHIP_ID,IMU_CHIP_ID,,IMU_CHIP_ID,,,ATTRIBUTE,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,Kobol_ACCEL_ID,IMU_MANU_ID==0x00E4,Parse Kobol IDs,PARSE,ACCEL_REV_ID,IMU_REV_ID,,,,,ATTRIBUTE,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,Kobol_ACCEL_ID,IMU_MANU_ID==0x00E4,Parse Kobol IDs,PARSE,ACCEL_MEMS_ID,IMU_MEMS_ID,,,,,ATTRIBUTE,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,Kobol_ACCEL_ID,IMU_MANU_ID==0x00E4,Parse Kobol IDs,PARSE,ACCEL_ASIC_ID,IMU_ASIC_ID,,,,,ATTRIBUTE,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,Arrikis_ACCEL_ID,IMU_MANU_ID==null,Parse Arrikis IDs,PARSE,ACCEL_DIE_ID,ACCEL_DIE_ID,,,,,ATTRIBUTE,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,Arrikis_ACCEL_ID,IMU_MANU_ID==null,Parse Arrikis IDs,PARSE,ACCEL_DIE_REV,ACCEL_DIE_REV,,,,,ATTRIBUTE,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,Arrikis_ACCEL_ID,IMU_MANU_ID==null,Parse Arrikis IDs,PARSE,ACCEL_WAFER_ID,ACCEL_WAFER_ID,,,,,ATTRIBUTE,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,Arrikis_ACCEL_ID,IMU_MANU_ID==null,Parse Arrikis IDs,PARSE,ACCEL_LOT_INFO,ACCEL_LOT_INFO,,ACCEL_LOT_INFO,<G6H948|G6H931>,,ATTRIBUTE,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,Kobol_GYRO_DRIVE_FREQ_MEAS,IMU_MANU_ID==0x00E4,Measure gyro drive frequency,DIAGS,sensor -s gyro --exectest drive_freq_measurement,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,Kobol_GYRO_DRIVE_FREQ_MEAS,IMU_MANU_ID==0x00E4,Report gyro drive frequency,PARSE,CLK_POS_P,GYRO_Drive_Freq_pos,,,,,KEY,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,Kobol_GYRO_DRIVE_FREQ_MEAS,IMU_MANU_ID==0x00E4,Report gyro drive frequency,PARSE,CLK_VEL_P,GYRO_Drive_Freq_vel,,,,,KEY,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_Connectivity,,Kobol Accel Connectivity,DIAGS,sensor --sel accel --c,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_Connectivity,,Parse Kobol Connectivtiy,PARSE,ACCEL_INT1_CONN_TEST,ACCEL_INT1_CONN_TEST,,,"""PASS""",,KEY,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_Connectivity,,Parse Kobol Connectivtiy,PARSE,ACCEL_INT2_CONN_TEST,ACCEL_INT2_CONN_TEST,,,"""PASS""",,KEY,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_OFF,,Turnoff IMU,DIAGS,"sensor --sel accel,gyro --turnoff; wait 200",,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,Kobol_ACCEL_SELFTEST,,Init Accel,DIAGS,sensor --sel accel --init,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,Kobol_ACCEL_SELFTEST,,Kobol Accel Self Test,DIAGS,sensor --sel accel --exectest selftest,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,Kobol_ACCEL_SELFTEST,,Parse Accel Self Test,PARSE,ACCEL_SELF_TEST_RESULT_AUTO,Kobol_Accel_SelfTest,,,"""PASS""",,KEY,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,,Init accelerometer and gyro,DIAGS,"sensor --sel accel,gyro --init",,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,,Enter gyro low power mode,DIAGS,socgpio --port 1 --pin 95 --input --nopull; socgpio --port 1 --pin 86 --input --nopull,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,IMU_MANU_ID==0x00E4,Enter gyro low power mode,DIAGS,sensor --sel gyro --set lpm true,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,IMU_MANU_ID==0x00E4,Set gyro LPM duty cycle to 25 percent,DIAGS,sensor --sel gyro --set lpm_duty_cycle 25,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,IMU_MANU_ID==0x00E4,Set accel/gyro dynamic range to 32g/2000dps,DIAGS,sensor --sel accel --set dynamic_range 32; sensor --sel gyro --set dynamic_range 2000,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,IMU_MANU_ID==0x00E4,Set accel/gyro ODR to 800Hz,DIAGS,sensor --sel accel --set rate 800; sensor --sel gyro --set rate 800,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,IMU_MANU_ID==0x00E4,Set accel/gyro BW to 50Hz/100Hz,DIAGS,sensor --sel accel --set bw 50; sensor --sel gyro --set bw 100,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,IMU_MANU_ID==0x00E4,Set accel/gyro filter rolloff to -60dB/-20dB,DIAGS,sensorreg --sel accel --write 0x19 0x00; sensorreg --sel gyro --write 0x1B 0x08,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,IMU_MANU_ID==null,Set accel/gyro ODR to 200Hz,DIAGS,sensor --sel accel --set rate 200; sensor --sel gyro --set rate 200,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,ACCEL_LOT_INFO==G6H948,Set accel/gyro dynamic range to 128g/2000dps,DIAGS,sensor --sel accel --set dynamic_range 128; sensor --sel gyro --set dynamic_range 2000,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,ACCEL_LOT_INFO==G6H931,Set accel/gyro dynamic range to 16g/2000dps,DIAGS,sensor --sel accel --set dynamic_range 16; sensor --sel gyro --set dynamic_range 2000,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,IMU_MANU_ID==null,Set accel/gyro BW to 50Hz/100Hz,DIAGS,sensorreg -s accel --write 0x76 0x00; sensorreg -s accel --write 0x52 0x31,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,IMU_MANU_ID==null,Set accel/gyro filter rolloff to -60dB/-20dB,DIAGS,sensorreg -s accel --write 0x53 0x15; sensorreg -s gyro --write 0x51 0x12,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,,Enter BG quiesce,DIAGS,event -s enter-bg-quiesce,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,,Collect 500ms of accelerometer and gyro data,DIAGS,"sensor --sel accel,gyro --sample 500ms --stats --quiet",,,,,,,15,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,IMU_MANU_ID==0x00E4,Measure average accelerometer output in X direction,PARSE,SENSOR_ACCEL_AVERAGE_X,Combo_LPNM25_PFM_onPUCK_accel_average_x,,Combo_LPNM25_PFM_onPUCK_accel_average_x,[-0.118:0.118],g,KEY,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,QT0 using puck <rdar://problem/46508008>,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,IMU_MANU_ID==0x00E4,Measure average accelerometer output in Y direction,PARSE,SENSOR_ACCEL_AVERAGE_Y,Combo_LPNM25_PFM_onPUCK_accel_average_y,,Combo_LPNM25_PFM_onPUCK_accel_average_y,[-0.118:0.118],g,KEY,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,QT0 using puck <rdar://problem/46508008>,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,IMU_MANU_ID==0x00E4,Measure average accelerometer output in Z direction,PARSE,SENSOR_ACCEL_AVERAGE_Z,Combo_LPNM25_PFM_onPUCK_accel_average_z,,Combo_LPNM25_PFM_onPUCK_accel_average_z,[0.882:1.118],g,KEY,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,QT0 using puck <rdar://problem/46508008>,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,ACCEL_LOT_INFO==G6H931,Measure average accelerometer output in Z direction,PARSE,SENSOR_ACCEL_AVERAGE_X,Combo_LPNM25_PFM_onPUCK_accel_average_x,,Combo_LPNM25_PFM_onPUCK_accel_average_x,[-0.118:0.118],g,KEY,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,QT0 using puck <rdar://problem/46508008>,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,ACCEL_LOT_INFO==G6H931,Measure average accelerometer output in Z direction,PARSE,SENSOR_ACCEL_AVERAGE_Y,Combo_LPNM25_PFM_onPUCK_accel_average_y,,Combo_LPNM25_PFM_onPUCK_accel_average_y,[-0.118:0.118],g,KEY,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,QT0 using puck <rdar://problem/46508008>,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,ACCEL_LOT_INFO==G6H931,Measure average accelerometer output in Z direction,PARSE,SENSOR_ACCEL_AVERAGE_Z,Combo_LPNM25_PFM_onPUCK_accel_average_z,,Combo_LPNM25_PFM_onPUCK_accel_average_z,[0.882:1.118],g,KEY,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,QT0 using puck <rdar://problem/46508008>,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,ACCEL_LOT_INFO==G6H948,Measure average accelerometer output in X direction,PARSE,SENSOR_ACCEL_AVERAGE_X,Combo_LPNM25_PFM_onPUCK_accel_average_x,,Combo_LPNM25_PFM_onPUCK_accel_average_x,[-0.600:0.600],g,KEY,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,QT0 using puck <rdar://problem/46508008>,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,ACCEL_LOT_INFO==G6H948,Measure average accelerometer output in Y direction,PARSE,SENSOR_ACCEL_AVERAGE_Y,Combo_LPNM25_PFM_onPUCK_accel_average_y,,Combo_LPNM25_PFM_onPUCK_accel_average_y,[-0.600:0.600],g,KEY,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,QT0 using puck <rdar://problem/46508008>,,
IMU,IMU_Combo_LPNM25_BUBO_PFM,ACCEL_LOT_INFO==G6H948,Measure average accelerometer output in Z direction,PARSE,SENSOR_ACCEL_AVERAGE_Z,Combo_LPNM25_PFM_onPUCK_accel_average_z,,Combo_LPNM25_PFM_onPUCK_accel_average_z,[0.400:1.600],g,KEY,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,QT0 using puck <rdar://problem/46508008>,,
